referrer,views_total,views_unique
Google,101,25
github.com,76,26
saul.cpsc.ucalgary.ca,34,12
Bing,28,9
petervanlunteren.github.io,8,5
cdn.iframe.ly,2,2
DuckDuckGo,2,1
ecosia.org,2,1
upwork.com,1,1
StartPage,1,1
