referrer,views_total,views_unique
Google,182,38
addaxdatascience.com,103,34
github.com,77,27
Bing,49,12
yandex.ru,19,1
statics.teams.cdn.office.net,11,5
wildlabs.net,9,4
DuckDuckGo,8,2
partage.mnhn.fr,6,1
ecosia.org,5,2
