referrer,views_total,views_unique
petervanlunteren.github.io,115,20
pub.towardsai.net,92,17
saul.cpsc.ucalgary.ca,58,13
Google,49,25
github.com,36,13
wildlabs.net,8,6
Bing,7,4
addaxdatascience.com,3,2
statics.teams.cdn.office.net,2,2
towardsai.net,2,1
