referrer,views_total,views_unique
Google,185,33
addaxdatascience.com,169,26
github.com,109,22
pub.towardsai.net,46,3
Bing,40,7
saul.cpsc.ucalgary.ca,30,17
towardsai.net,18,2
yandex.ru,5,3
wildlabs.net,5,2
nz.search.yahoo.com,5,1
