time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-10 00:00:00+00:00,3,3,1.0,1.0
2022-10-11 00:00:00+00:00,2,2,7.0,5.0
2022-10-12 00:00:00+00:00,2,2,1.0,1.0
2022-10-13 00:00:00+00:00,2,2,1.0,1.0
2022-10-14 00:00:00+00:00,2,2,,
2022-10-15 00:00:00+00:00,3,2,,
2022-10-16 00:00:00+00:00,4,3,1.0,1.0
2022-10-17 00:00:00+00:00,10,7,8.0,3.0
2022-10-18 00:00:00+00:00,45,16,60.0,3.0
2022-10-19 00:00:00+00:00,54,16,155.0,4.0
2022-10-20 00:00:00+00:00,42,10,32.0,1.0
2022-10-21 00:00:00+00:00,20,8,28.0,8.0
2022-10-22 00:00:00+00:00,5,4,3.0,3.0
2022-10-23 00:00:00+00:00,17,9,25.0,6.0
