referrer,views_total,views_unique
github.com,43,8
wildlabs.net,25,6
Google,24,17
saul.cpsc.ucalgary.ca,16,9
petervanlunteren.github.io,9,2
wildcolab.github.io,2,2
cdn.iframe.ly,2,2
statics.teams.cdn.office.net,1,1
