referrer,views_total,views_unique
Google,73,35
github.com,52,29
saul.cpsc.ucalgary.ca,40,9
petervanlunteren.github.io,39,11
pub.towardsai.net,30,6
addaxdatascience.com,10,2
Bing,6,1
towardsai-net.cdn.ampproject.org,5,2
linkedin.com,3,2
statics.teams.cdn.office.net,3,1
