referrer,views_total,views_unique
petervanlunteren.github.io,127,22
pub.towardsai.net,104,17
Google,42,21
saul.cpsc.ucalgary.ca,39,12
github.com,32,13
Bing,10,5
wildlabs.net,8,6
addaxdatascience.com,3,2
statics.teams.cdn.office.net,2,2
towardsai.net,2,1
