referrer,views_total,views_unique
github.com,89,20
Google,61,21
pub.towardsai.net,47,7
petervanlunteren.github.io,45,10
joss.theoj.org,32,16
linkedin.com,14,5
saul.cpsc.ucalgary.ca,13,7
towardsai-net.cdn.ampproject.org,11,2
wildlabs.net,9,5
zenodo.org,9,2
