referrer,views_total,views_unique
Google,157,52
github.com,74,23
saul.cpsc.ucalgary.ca,67,12
petervanlunteren.github.io,54,15
towardsai.net,12,5
Bing,9,3
statics.teams.cdn.office.net,6,5
pub.towardsai.net,6,2
partage.univ-ubs.fr,2,1
experiment.com,2,1
