referrer,views_total,views_unique
Google,86,34
petervanlunteren.github.io,66,10
saul.cpsc.ucalgary.ca,40,8
github.com,38,24
towardsai.net,33,6
Bing,19,3
addaxdatascience.com,14,5
pub.towardsai.net,7,4
deref-web.de,4,1
DuckDuckGo,3,2
