referrer,views_total,views_unique
Google,106,34
github.com,61,17
wildlabs.net,22,7
ecosia.org,9,1
saul.cpsc.ucalgary.ca,8,5
DuckDuckGo,7,2
Bing,6,5
petervanlunteren.github.io,5,4
mail.google.com,1,1
statics.teams.cdn.office.net,1,1
