time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-01 00:00:00+00:00,4,4,36,13
2023-11-02 00:00:00+00:00,10,7,35,16
2023-11-03 00:00:00+00:00,8,3,28,10
2023-11-04 00:00:00+00:00,3,3,14,5
2023-11-05 00:00:00+00:00,11,6,50,5
2023-11-06 00:00:00+00:00,13,7,27,12
2023-11-07 00:00:00+00:00,6,5,57,16
2023-11-08 00:00:00+00:00,12,6,60,17
2023-11-09 00:00:00+00:00,8,6,59,12
2023-11-10 00:00:00+00:00,41,16,283,19
2023-11-11 00:00:00+00:00,4,4,25,4
2023-11-12 00:00:00+00:00,2,2,44,5
2023-11-13 00:00:00+00:00,5,5,48,14
2023-11-14 00:00:00+00:00,19,9,109,18
