time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-06 00:00:00+00:00,1,1,24,7
2023-10-07 00:00:00+00:00,1,1,11,4
2023-10-08 00:00:00+00:00,1,1,7,6
2023-10-09 00:00:00+00:00,34,15,90,21
2023-10-10 00:00:00+00:00,24,12,146,27
2023-10-11 00:00:00+00:00,12,6,64,13
2023-10-12 00:00:00+00:00,21,13,74,18
2023-10-13 00:00:00+00:00,23,6,64,11
2023-10-14 00:00:00+00:00,21,6,23,9
2023-10-15 00:00:00+00:00,2,2,10,6
2023-10-16 00:00:00+00:00,10,8,60,22
2023-10-17 00:00:00+00:00,5,4,84,21
2023-10-18 00:00:00+00:00,28,9,119,26
2023-10-19 00:00:00+00:00,35,16,154,15
