referrer,views_total,views_unique
pub.towardsai.net,78,7
petervanlunteren.github.io,59,15
Google,55,23
github.com,38,16
saul.cpsc.ucalgary.ca,28,9
towardsai-net.cdn.ampproject.org,11,2
addaxdatascience.com,7,2
joss.theoj.org,4,3
towardsai.net,4,1
Bing,3,3
