time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-07 00:00:00+00:00,8,5,68,8
2024-12-08 00:00:00+00:00,3,1,14,7
2024-12-09 00:00:00+00:00,19,10,115,27
2024-12-10 00:00:00+00:00,18,13,106,21
2024-12-11 00:00:00+00:00,22,12,128,24
2024-12-12 00:00:00+00:00,11,7,158,26
2024-12-13 00:00:00+00:00,13,9,101,19
2024-12-14 00:00:00+00:00,10,6,17,11
2024-12-15 00:00:00+00:00,1,1,7,4
2024-12-16 00:00:00+00:00,9,7,102,14
2024-12-17 00:00:00+00:00,22,10,119,24
2024-12-18 00:00:00+00:00,18,12,164,16
2024-12-19 00:00:00+00:00,6,6,48,10
2024-12-20 00:00:00+00:00,3,2,40,5
