time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-01 00:00:00+00:00,38,21,187,15
2024-05-02 00:00:00+00:00,14,11,102,25
2024-05-03 00:00:00+00:00,5,5,52,12
2024-05-04 00:00:00+00:00,3,2,20,5
2024-05-05 00:00:00+00:00,11,8,15,8
2024-05-06 00:00:00+00:00,28,12,14,6
2024-05-07 00:00:00+00:00,34,22,139,16
2024-05-08 00:00:00+00:00,18,9,37,11
2024-05-09 00:00:00+00:00,36,14,103,15
2024-05-10 00:00:00+00:00,15,10,52,7
2024-05-11 00:00:00+00:00,6,5,7,3
2024-05-12 00:00:00+00:00,7,4,12,3
2024-05-13 00:00:00+00:00,23,14,49,9
2024-05-14 00:00:00+00:00,76,23,225,12
