time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-17 00:00:00+00:00,44,11,270,29
2025-01-18 00:00:00+00:00,1,1,19,9
2025-01-19 00:00:00+00:00,19,6,124,4
2025-01-20 00:00:00+00:00,19,7,132,20
2025-01-21 00:00:00+00:00,4,4,103,22
2025-01-22 00:00:00+00:00,7,5,80,15
2025-01-23 00:00:00+00:00,8,6,54,18
2025-01-24 00:00:00+00:00,10,6,101,12
2025-01-25 00:00:00+00:00,3,3,26,10
2025-01-26 00:00:00+00:00,13,5,93,8
2025-01-27 00:00:00+00:00,2,1,60,18
2025-01-28 00:00:00+00:00,111,24,574,22
2025-01-29 00:00:00+00:00,17,8,189,19
2025-01-30 00:00:00+00:00,1,1,47,25
