time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-16 00:00:00+00:00,10,5,29,7
2022-11-17 00:00:00+00:00,11,8,40,18
2022-11-18 00:00:00+00:00,6,5,104,20
2022-11-19 00:00:00+00:00,5,4,16,8
2022-11-20 00:00:00+00:00,6,4,15,4
2022-11-21 00:00:00+00:00,2,2,9,8
2022-11-22 00:00:00+00:00,5,4,55,15
2022-11-23 00:00:00+00:00,4,4,39,15
2022-11-24 00:00:00+00:00,3,3,32,12
2022-11-25 00:00:00+00:00,2,2,22,14
2022-11-26 00:00:00+00:00,2,2,8,5
2022-11-27 00:00:00+00:00,1,1,3,2
2022-11-28 00:00:00+00:00,4,3,20,13
2022-11-29 00:00:00+00:00,2,2,25,11
