referrer,views_total,views_unique
Google,171,32
github.com,160,28
addaxdatascience.com,93,18
pub.towardsai.net,8,3
saul.cpsc.ucalgary.ca,8,2
wildlabs.net,7,4
Bing,5,5
app.titan.email,4,1
lila.science,3,2
agentmorris.github.io,3,2
