time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-21 00:00:00+00:00,9,8,77,18
2024-06-22 00:00:00+00:00,10,4,13,6
2024-06-23 00:00:00+00:00,10,9,50,4
2024-06-24 00:00:00+00:00,6,6,37,10
2024-06-25 00:00:00+00:00,5,5,39,8
2024-06-26 00:00:00+00:00,28,17,175,11
2024-06-27 00:00:00+00:00,7,7,110,13
2024-06-28 00:00:00+00:00,8,4,61,9
2024-06-29 00:00:00+00:00,2,1,22,5
2024-06-30 00:00:00+00:00,1,1,10,5
2024-07-01 00:00:00+00:00,39,21,204,16
2024-07-02 00:00:00+00:00,8,4,45,13
2024-07-03 00:00:00+00:00,11,9,96,15
2024-07-04 00:00:00+00:00,24,15,169,19
