referrer,views_total,views_unique
Google,105,28
github.com,82,16
joss.theoj.org,46,19
pub.towardsai.net,38,6
saul.cpsc.ucalgary.ca,16,7
linkedin.com,14,5
wildlabs.net,11,7
zenodo.org,9,2
Bing,8,5
petervanlunteren.github.io,8,4
