referrer,views_total,views_unique
Google,185,37
addaxdatascience.com,85,25
github.com,46,20
DuckDuckGo,36,2
Bing,29,10
statics.teams.cdn.office.net,9,4
wildlabs.net,6,4
ecosia.org,5,2
partage.mnhn.fr,5,1
pypi.org,1,1
