referrer,views_total,views_unique
Google,170,43
github.com,158,34
addaxdatascience.com,119,35
Bing,68,13
search.brave.com,36,2
yandex.ru,21,6
chatgpt.com,9,2
pub.towardsai.net,2,2
DuckDuckGo,2,2
statics.teams.cdn.office.net,2,2
