referrer,views_total,views_unique
github.com,70,19
Google,27,9
wildlabs.net,18,10
saul.cpsc.ucalgary.ca,12,7
cdn.iframe.ly,2,2
wildcolab.github.io,2,1
mail.google.com,2,1
