time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-21 00:00:00+00:00,12,10,85,15
2023-12-22 00:00:00+00:00,4,4,45,10
2023-12-23 00:00:00+00:00,5,4,14,6
2023-12-24 00:00:00+00:00,2,2,7,5
2023-12-25 00:00:00+00:00,4,4,15,2
2023-12-26 00:00:00+00:00,12,3,38,7
2023-12-27 00:00:00+00:00,6,5,22,10
2023-12-28 00:00:00+00:00,11,7,34,4
2023-12-29 00:00:00+00:00,7,2,41,4
2023-12-30 00:00:00+00:00,12,6,59,5
2023-12-31 00:00:00+00:00,3,3,12,4
2024-01-01 00:00:00+00:00,8,6,18,5
2024-01-02 00:00:00+00:00,11,5,19,10
2024-01-03 00:00:00+00:00,7,5,29,12
