referrer,views_total,views_unique
Google,67,28
petervanlunteren.github.io,64,9
saul.cpsc.ucalgary.ca,51,8
github.com,33,20
Bing,19,3
addaxdatascience.com,16,6
towardsai.net,15,4
pub.towardsai.net,9,5
DuckDuckGo,3,2
mail.google.com,2,1
