referrer,views_total,views_unique
Google,40,26
github.com,37,14
saul.cpsc.ucalgary.ca,21,8
petervanlunteren.github.io,7,5
Bing,4,4
wildlabs.net,2,2
agentmorris.github.io,2,1
web.skype.com,1,1
