referrer,views_total,views_unique
addaxdatascience.com,195,35
Google,161,41
github.com,84,28
Bing,34,11
wildlabs.net,13,6
pub.towardsai.net,11,2
DuckDuckGo,11,1
timelapse.ucalgary.ca,2,1
Baidu,2,1
agentmorris.github.io,1,1
