time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-22 00:00:00+00:00,4,3,24,9
2024-12-23 00:00:00+00:00,8,6,51,11
2024-12-24 00:00:00+00:00,3,3,19,5
2024-12-25 00:00:00+00:00,8,3,46,7
2024-12-26 00:00:00+00:00,6,6,37,11
2024-12-27 00:00:00+00:00,3,3,37,14
2024-12-28 00:00:00+00:00,4,3,66,5
2024-12-29 00:00:00+00:00,4,2,7,6
2024-12-30 00:00:00+00:00,7,6,21,10
2024-12-31 00:00:00+00:00,4,3,40,11
2025-01-01 00:00:00+00:00,8,4,28,5
2025-01-02 00:00:00+00:00,4,3,18,7
2025-01-03 00:00:00+00:00,4,4,15,10
2025-01-04 00:00:00+00:00,9,8,18,6
