referrer,views_total,views_unique
github.com,149,39
Google,88,28
addaxdatascience.com,54,18
Bing,20,3
wildlabs.net,18,4
Yahoo,12,2
agentmorris.github.io,8,6
DuckDuckGo,5,4
towardsai.net,4,1
saul.cpsc.ucalgary.ca,2,2
