referrer,views_total,views_unique
Google,85,37
saul.cpsc.ucalgary.ca,58,8
github.com,41,26
petervanlunteren.github.io,39,11
pub.towardsai.net,30,6
addaxdatascience.com,10,2
Bing,8,3
towardsai-net.cdn.ampproject.org,5,2
linkedin.com,3,2
mail.google.com,3,2
