time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-12 00:00:00+00:00,8,5,64,8
2024-07-13 00:00:00+00:00,27,14,97,4
2024-07-14 00:00:00+00:00,7,5,23,8
2024-07-15 00:00:00+00:00,8,6,129,26
2024-07-16 00:00:00+00:00,8,6,129,17
2024-07-17 00:00:00+00:00,23,13,221,23
2024-07-18 00:00:00+00:00,10,8,57,23
2024-07-19 00:00:00+00:00,10,9,43,15
2024-07-20 00:00:00+00:00,4,2,69,6
2024-07-21 00:00:00+00:00,9,6,48,8
2024-07-22 00:00:00+00:00,10,9,147,23
2024-07-23 00:00:00+00:00,26,14,189,20
2024-07-24 00:00:00+00:00,7,7,107,21
2024-07-25 00:00:00+00:00,4,3,23,12
