referrer,views_total,views_unique
Google,116,36
github.com,72,40
addaxdatascience.com,47,25
pub.towardsai.net,24,1
Bing,10,8
DuckDuckGo,5,5
lila.science,5,1
usgs.gov,2,1
yandex.ru,1,1
pypi.org,1,1
