referrer,views_total,views_unique
Google,94,40
github.com,68,19
petervanlunteren.github.io,45,15
saul.cpsc.ucalgary.ca,34,12
addaxdatascience.com,11,2
pub.towardsai.net,10,3
towardsai.net,4,2
DuckDuckGo,4,2
com.google.android.gm,2,2
wildlabs.net,2,2
