referrer,views_total,views_unique
addaxdatascience.com,219,30
Google,81,33
github.com,59,28
Bing,24,11
mail.google.com,18,2
wildlabs.net,9,3
pub.towardsai.net,3,2
timelapse.ucalgary.ca,2,1
Baidu,2,1
statics.teams.cdn.office.net,1,1
