time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-25 00:00:00+00:00,6.0,5.0,30,7
2024-08-26 00:00:00+00:00,3.0,3.0,114,23
2024-08-27 00:00:00+00:00,3.0,2.0,194,14
2024-08-28 00:00:00+00:00,8.0,4.0,23,10
2024-08-29 00:00:00+00:00,36.0,15.0,359,12
2024-08-30 00:00:00+00:00,6.0,6.0,51,9
2024-08-31 00:00:00+00:00,,,106,12
2024-09-01 00:00:00+00:00,5.0,5.0,29,6
2024-09-02 00:00:00+00:00,11.0,8.0,76,14
2024-09-03 00:00:00+00:00,10.0,8.0,56,16
2024-09-04 00:00:00+00:00,13.0,9.0,95,16
2024-09-05 00:00:00+00:00,9.0,7.0,60,20
2024-09-06 00:00:00+00:00,4.0,4.0,51,12
2024-09-07 00:00:00+00:00,1.0,1.0,3,2
