referrer,views_total,views_unique
github.com,103,15
Google,72,29
pub.towardsai.net,44,9
wildlabs.net,14,12
Bing,12,4
saul.cpsc.ucalgary.ca,5,4
statics.teams.cdn.office.net,3,2
petervanlunteren.github.io,2,1
towardsai.net,2,1
mail.google.com,1,1
