referrer,views_total,views_unique
petervanlunteren.github.io,125,22
pub.towardsai.net,94,17
saul.cpsc.ucalgary.ca,51,14
Google,45,24
github.com,28,13
wildlabs.net,8,6
Bing,8,5
addaxdatascience.com,3,2
statics.teams.cdn.office.net,2,2
towardsai.net,2,1
