time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-20 00:00:00+00:00,6.0,4.0,15,4
2022-11-21 00:00:00+00:00,2.0,2.0,9,8
2022-11-22 00:00:00+00:00,5.0,4.0,55,15
2022-11-23 00:00:00+00:00,4.0,4.0,39,15
2022-11-24 00:00:00+00:00,3.0,3.0,32,12
2022-11-25 00:00:00+00:00,2.0,2.0,22,14
2022-11-26 00:00:00+00:00,2.0,2.0,8,5
2022-11-27 00:00:00+00:00,1.0,1.0,3,2
2022-11-28 00:00:00+00:00,4.0,3.0,20,13
2022-11-29 00:00:00+00:00,3.0,3.0,27,11
2022-11-30 00:00:00+00:00,5.0,4.0,24,6
2022-12-01 00:00:00+00:00,4.0,4.0,38,11
2022-12-02 00:00:00+00:00,4.0,4.0,12,7
2022-12-03 00:00:00+00:00,,,16,2
