referrer,views_total,views_unique
Google,144,57
github.com,54,29
addaxdatascience.com,50,28
pub.towardsai.net,25,2
DuckDuckGo,9,5
agentmorris.github.io,6,2
Bing,5,5
wildlabs.net,4,2
pypi.org,3,2
usgs.gov,2,1
