url_path,views_total,views_unique
/PetervanLunteren/EcoAssist,210,86
/PetervanLunteren/EcoAssist/tree/main/markdown,65,2
/PetervanLunteren/EcoAssist/blob/main/README.md,60,15
/PetervanLunteren/EcoAssist/blob/main/EcoAssist_GUI.py,54,5
/PetervanLunteren/EcoAssist/blob/main/markdown/debug_mode.md,53,8
/PetervanLunteren/EcoAssist/blob/main/markdown/install-from-zip/windows.md,44,6
/PetervanLunteren/EcoAssist/blob/main/classification_utils/model_types/addax-yolov8/classify_detections.py,31,2
/PetervanLunteren/EcoAssist/tree/main/classification_utils,27,5
/PetervanLunteren/EcoAssist/blob/main/install.bat,24,5
/PetervanLunteren/EcoAssist/issues/23,22,13
