referrer,views_total,views_unique
saul.cpsc.ucalgary.ca,137,21
Google,111,36
addaxdatascience.com,90,16
Bing,88,13
github.com,78,21
wildlabs.net,28,5
towardsai.net,12,2
yandex.ru,4,1
euc-onenote.officeapps.live.com,3,1
DuckDuckGo,3,1
