time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-26 00:00:00+00:00,12,10,52,16
2023-07-27 00:00:00+00:00,8,7,20,9
2023-07-28 00:00:00+00:00,5,4,68,18
2023-07-29 00:00:00+00:00,3,3,4,3
2023-07-30 00:00:00+00:00,11,7,59,10
2023-07-31 00:00:00+00:00,26,17,177,17
2023-08-01 00:00:00+00:00,23,19,82,18
2023-08-02 00:00:00+00:00,8,8,83,15
2023-08-03 00:00:00+00:00,12,8,81,18
2023-08-04 00:00:00+00:00,5,4,130,16
2023-08-05 00:00:00+00:00,11,5,46,9
2023-08-06 00:00:00+00:00,8,6,58,9
2023-08-07 00:00:00+00:00,11,9,58,22
2023-08-08 00:00:00+00:00,2,2,92,15
