referrer,views_total,views_unique
Google,189,57
addaxdatascience.com,128,41
github.com,122,33
Bing,54,11
search.brave.com,45,3
yandex.ru,20,6
chatgpt.com,8,1
wx.mail.qq.com,7,1
statics.teams.cdn.office.net,5,4
Yahoo,5,1
