referrer,views_total,views_unique
Google,230,47
github.com,112,20
saul.cpsc.ucalgary.ca,64,12
addaxdatascience.com,46,14
Bing,16,4
pub.towardsai.net,16,3
towardsai.net,13,2
DuckDuckGo,7,5
wildlabs.net,6,3
support.myfwc.com,4,1
