referrer,views_total,views_unique
Google,145,38
github.com,122,32
addaxdatascience.com,79,20
Bing,27,5
wildlabs.net,26,5
Yahoo,12,2
agentmorris.github.io,8,7
towardsai.net,6,2
DuckDuckGo,4,3
saul.cpsc.ucalgary.ca,2,2
