time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-21 00:00:00+00:00,11.0,7.0,90,19
2024-10-22 00:00:00+00:00,9.0,6.0,48,21
2024-10-23 00:00:00+00:00,14.0,10.0,55,21
2024-10-24 00:00:00+00:00,10.0,7.0,67,25
2024-10-25 00:00:00+00:00,5.0,4.0,58,18
2024-10-26 00:00:00+00:00,6.0,6.0,7,6
2024-10-27 00:00:00+00:00,2.0,1.0,17,10
2024-10-28 00:00:00+00:00,10.0,8.0,48,16
2024-10-29 00:00:00+00:00,5.0,4.0,120,19
2024-10-30 00:00:00+00:00,7.0,6.0,25,13
2024-10-31 00:00:00+00:00,17.0,10.0,95,25
2024-11-01 00:00:00+00:00,4.0,4.0,32,16
2024-11-02 00:00:00+00:00,,,16,5
2024-11-03 00:00:00+00:00,1.0,1.0,4,2
