referrer,views_total,views_unique
addaxdatascience.com,209,19
Google,154,33
github.com,76,28
Bing,46,9
wildlabs.net,6,2
DuckDuckGo,2,2
saul.cpsc.ucalgary.ca,2,1
healthycountryai.org,1,1
