referrer,views_total,views_unique
Google,43,23
github.com,29,21
saul.cpsc.ucalgary.ca,20,10
wildlabs.net,12,3
Bing,9,6
agentmorris.github.io,2,1
ecosia.org,1,1
cdn.iframe.ly,1,1
web.skype.com,1,1
statics.teams.cdn.office.net,1,1
