referrer,views_total,views_unique
addaxdatascience.com,148,19
github.com,101,23
Bing,83,10
saul.cpsc.ucalgary.ca,75,19
Google,51,27
wildlabs.net,29,6
towardsai.net,10,1
joss.theoj.org,5,1
community.hiveeyes.org,4,2
DuckDuckGo,3,1
