time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-17 00:00:00+00:00,10,7,8,3
2022-10-18 00:00:00+00:00,45,16,60,3
2022-10-19 00:00:00+00:00,54,16,155,4
2022-10-20 00:00:00+00:00,42,10,32,1
2022-10-21 00:00:00+00:00,20,8,28,8
2022-10-22 00:00:00+00:00,5,4,3,3
2022-10-23 00:00:00+00:00,22,10,33,6
2022-10-24 00:00:00+00:00,32,12,58,5
2022-10-25 00:00:00+00:00,81,18,201,7
2022-10-26 00:00:00+00:00,20,9,27,5
2022-10-27 00:00:00+00:00,1,1,4,1
2022-10-28 00:00:00+00:00,4,4,9,2
2022-10-29 00:00:00+00:00,1,1,18,1
2022-10-30 00:00:00+00:00,1,1,6,3
