time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-25 00:00:00+00:00,2,2,22,14
2022-11-26 00:00:00+00:00,2,2,8,5
2022-11-27 00:00:00+00:00,1,1,3,2
2022-11-28 00:00:00+00:00,4,3,20,13
2022-11-29 00:00:00+00:00,3,3,27,11
2022-11-30 00:00:00+00:00,5,4,24,6
2022-12-01 00:00:00+00:00,4,4,38,11
2022-12-02 00:00:00+00:00,4,4,12,7
2022-12-03 00:00:00+00:00,1,1,16,2
2022-12-04 00:00:00+00:00,5,3,15,3
2022-12-05 00:00:00+00:00,6,5,21,10
2022-12-06 00:00:00+00:00,7,6,49,13
2022-12-07 00:00:00+00:00,8,5,15,6
2022-12-08 00:00:00+00:00,11,4,14,9
