referrer,views_total,views_unique
Google,119,33
addaxdatascience.com,115,28
github.com,62,22
Bing,55,10
DuckDuckGo,5,1
wildlabs.net,3,2
gist.github.com,1,1
edgeimpulse.com,1,1
