time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-22 00:00:00+00:00,48,22,351,19
2024-02-23 00:00:00+00:00,37,16,172,26
2024-02-24 00:00:00+00:00,18,9,52,5
2024-02-25 00:00:00+00:00,4,4,34,5
2024-02-26 00:00:00+00:00,7,7,43,18
2024-02-27 00:00:00+00:00,28,15,29,16
2024-02-28 00:00:00+00:00,26,13,68,9
2024-02-29 00:00:00+00:00,10,4,104,9
2024-03-01 00:00:00+00:00,12,6,83,10
2024-03-02 00:00:00+00:00,7,5,22,8
2024-03-03 00:00:00+00:00,5,5,17,7
2024-03-04 00:00:00+00:00,45,13,149,12
2024-03-05 00:00:00+00:00,55,18,206,20
2024-03-06 00:00:00+00:00,39,23,241,32
