referrer,views_total,views_unique
Google,252,51
github.com,114,28
addaxdatascience.com,97,34
Bing,39,7
wildlabs.net,8,2
yandex.ru,6,1
towardsai.net,3,2
ecosia.org,2,2
DuckDuckGo,2,1
pypi.org,1,1
