time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-23 00:00:00+00:00,11,8,74,21
2024-09-24 00:00:00+00:00,7,6,119,19
2024-09-25 00:00:00+00:00,7,3,87,18
2024-09-26 00:00:00+00:00,2,2,73,18
2024-09-27 00:00:00+00:00,3,3,33,9
2024-09-28 00:00:00+00:00,6,5,25,6
2024-09-29 00:00:00+00:00,5,2,5,4
2024-09-30 00:00:00+00:00,12,8,52,17
2024-10-01 00:00:00+00:00,22,8,120,17
2024-10-02 00:00:00+00:00,25,17,104,21
2024-10-03 00:00:00+00:00,26,20,130,20
2024-10-04 00:00:00+00:00,10,8,65,14
2024-10-05 00:00:00+00:00,1,1,18,4
2024-10-06 00:00:00+00:00,1,1,5,4
