time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-25 00:00:00+00:00,2,2,30,3
2023-02-26 00:00:00+00:00,17,8,31,10
2023-02-27 00:00:00+00:00,2,2,5,3
2023-02-28 00:00:00+00:00,31,12,42,16
2023-03-01 00:00:00+00:00,8,7,10,7
2023-03-02 00:00:00+00:00,17,8,19,8
2023-03-03 00:00:00+00:00,10,6,30,11
2023-03-04 00:00:00+00:00,10,4,10,5
2023-03-05 00:00:00+00:00,3,3,1,1
2023-03-06 00:00:00+00:00,5,5,26,11
2023-03-07 00:00:00+00:00,6,5,20,12
2023-03-08 00:00:00+00:00,9,6,48,15
2023-03-09 00:00:00+00:00,12,8,57,14
2023-03-10 00:00:00+00:00,6,3,20,7
