time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-21 00:00:00+00:00,29,16,202,22
2024-05-22 00:00:00+00:00,51,24,267,20
2024-05-23 00:00:00+00:00,32,22,48,14
2024-05-24 00:00:00+00:00,8,5,39,11
2024-05-25 00:00:00+00:00,4,4,13,4
2024-05-26 00:00:00+00:00,3,3,12,4
2024-05-27 00:00:00+00:00,10,4,9,8
2024-05-28 00:00:00+00:00,15,9,51,11
2024-05-29 00:00:00+00:00,19,12,116,17
2024-05-30 00:00:00+00:00,5,3,42,12
2024-05-31 00:00:00+00:00,3,2,19,7
2024-06-01 00:00:00+00:00,4,4,68,6
2024-06-02 00:00:00+00:00,4,4,9,6
2024-06-03 00:00:00+00:00,20,14,146,13
