time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-21 00:00:00+00:00,20,8,28,8
2022-10-22 00:00:00+00:00,5,4,3,3
2022-10-23 00:00:00+00:00,22,10,33,6
2022-10-24 00:00:00+00:00,32,12,58,5
2022-10-25 00:00:00+00:00,81,18,201,7
2022-10-26 00:00:00+00:00,20,9,27,5
2022-10-27 00:00:00+00:00,1,1,4,1
2022-10-28 00:00:00+00:00,4,4,9,2
2022-10-29 00:00:00+00:00,1,1,18,1
2022-10-30 00:00:00+00:00,2,2,7,4
2022-10-31 00:00:00+00:00,2,2,1,1
2022-11-01 00:00:00+00:00,28,17,38,8
2022-11-02 00:00:00+00:00,20,11,49,8
2022-11-03 00:00:00+00:00,18,12,42,14
