referrer,views_total,views_unique
Google,44,25
github.com,39,21
saul.cpsc.ucalgary.ca,22,11
wildlabs.net,12,3
Bing,9,6
petervanlunteren.github.io,4,3
agentmorris.github.io,2,1
web.skype.com,1,1
statics.teams.cdn.office.net,1,1
