referrer,views_total,views_unique
Google,158,55
github.com,99,39
addaxdatascience.com,92,31
Bing,25,7
partage.mnhn.fr,12,1
yandex.com.tr,7,1
pub.towardsai.net,7,1
DuckDuckGo,4,3
yandex.ru,4,2
ecosia.org,4,1
