time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-22 00:00:00+00:00,18,9,171,13
2024-03-23 00:00:00+00:00,9,6,57,1
2024-03-24 00:00:00+00:00,20,8,14,4
2024-03-25 00:00:00+00:00,19,15,331,17
2024-03-26 00:00:00+00:00,17,8,240,17
2024-03-27 00:00:00+00:00,8,8,147,22
2024-03-28 00:00:00+00:00,6,5,58,11
2024-03-29 00:00:00+00:00,9,5,44,7
2024-03-30 00:00:00+00:00,6,6,60,8
2024-03-31 00:00:00+00:00,3,3,13,6
2024-04-01 00:00:00+00:00,12,11,39,10
2024-04-02 00:00:00+00:00,10,8,63,10
2024-04-03 00:00:00+00:00,43,20,51,15
2024-04-04 00:00:00+00:00,7,6,19,8
