referrer,views_total,views_unique
Google,188,66
addaxdatascience.com,99,41
github.com,90,40
Bing,43,12
ecosia.org,9,2
DuckDuckGo,6,2
wildlabs.net,4,3
agentmorris.github.io,3,1
edgeservices.bing.com,3,1
cn.bing.com,1,1
